id,cltv
89850,51555.748039918886
89851,130015.1736098446
89852,118085.92811080311
89853,145531.89290891774
89854,119592.93516756542
89855,116194.40886036569
89856,149375.26973637022
89857,50347.628019091026
89858,100002.35789378957
89859,88250.49281362134
89860,50813.36004776215
89861,148561.2233995716
89862,120744.3694648308
89863,102693.20140017485
89864,83778.8495670819
89865,47122.10268617157
89866,133576.89720313033
89867,150101.05276746742
89868,50262.10386126963
89869,99685.00174076363
89870,173604.66728556523
89871,63272.3611545136
89872,109846.95534358223
89873,165933.7209728388
89874,91693.85239399326
89875,103754.35585103746
89876,121471.30875884957
89877,66031.78212643806
89878,48703.01568556697
89879,45593.01319920735
89880,46664.835905562555
89881,134870.8412668284
89882,140316.00761262173
89883,104586.73178167174
89884,115570.10217098585
89885,114967.41148658852
89886,98507.42740133779
89887,126351.95554182866
89888,130410.15510720045
89889,160641.35197099234
89890,88254.77619125898
89891,126494.0361773483
89892,47355.21503318239
89893,106948.5993566384
89894,45443.17756812657
89895,52884.27393235281
89896,114382.06026677645
89897,112495.80694687627
89898,55136.13423639676
89899,137068.6617453459
89900,83451.5641122293
89901,106201.37790862577
89902,124032.85256736359
89903,125064.31327086616
89904,87077.3517709776
89905,53091.6883668888
89906,140849.4790205964
89907,97536.8984304889
89908,47899.180759647
89909,118216.08159764715
89910,127614.16993012505
89911,104731.28214064817
89912,105539.16051642329
89913,62511.01579562398
89914,106797.25362027671
89915,127493.27798970864
89916,121394.23744191321
89917,145908.99335856506
89918,117758.25246813858
89919,132442.2684231077
89920,49792.282324422544
89921,125957.81066852997
89922,111221.67614748034
89923,142525.83669191302
89924,125834.53017075741
89925,45951.6261382862
89926,64026.357042709584
89927,96641.5618778025
89928,140316.00761262173
89929,145396.89297013855
89930,117420.07937970657
89931,160189.34384514138
89932,130445.5032648381
89933,49144.89674833008
89934,120921.5021033036
89935,132589.43074273874
89936,51212.65698727764
89937,114761.16997502091
89938,115514.30634585771
89939,132169.8134698195
89940,47665.99733746472
89941,139675.8649090038
89942,99611.70837667909
89943,161843.7706842786
89944,124552.56336763858
89945,110505.91936251594
89946,87541.787158761
89947,124460.11536570203
89948,97727.28049871164
89949,122823.63381448359
89950,98093.7942004581
89951,63413.385978259146
89952,121802.12019248822
89953,126050.77222973207
89954,97303.76775491907
89955,97536.8984304889
89956,120302.95124778095
89957,50763.597100644045
89958,102865.62311992003
89959,92208.73193195084
89960,151847.57284333665
89961,49419.43580584774
89962,109536.15681130307
89963,50808.67481878082
89964,96186.97194075273
89965,114265.62676471003
89966,100946.600507626
89967,101253.77220471445
89968,122217.17279458996
89969,122089.81438340002
89970,152764.81387460243
89971,46834.31112680856
89972,106141.97068400752
89973,51009.17336259865
89974,126051.33003782658
89975,145493.33501035612
89976,47928.201259840505
89977,93600.61399938082
89978,135057.87817207968
89979,101539.88098174201
89980,130310.51109539346
89981,50452.57235635921
89982,139452.82671756617
89983,62908.62424018015
89984,172237.84212071306
89985,112098.32528079656
89986,149939.77413546442
89987,51460.42141311627
89988,55136.13423639676
89989,50017.39829692043
89990,128659.76114998535
89991,93539.94764342926
89992,118769.01877203186
89993,124016.8514180858
89994,52689.951057475446
89995,51001.46978600063
89996,48041.282663217025
89997,121399.98710942091
89998,47303.89457046068
89999,151053.89525753848
90000,47260.47545994471
90001,49404.218448868225
90002,127136.20043395992
90003,115719.44646431573
90004,142599.14595728138
90005,140639.5589592216
90006,48305.48615040085
90007,121802.75628748104
90008,128655.9098229587
90009,51218.1960130428
90010,50309.45811688749
90011,55504.76380083547
90012,119613.7027602695
90013,154240.05995767532
90014,155607.43514635923
90015,48223.37237027056
90016,100181.42065733745
90017,134871.42077872908
90018,86630.04420962995
90019,47150.387470400354
90020,50213.773170236804
90021,118123.08521429743
90022,47327.236371128354
90023,138801.52190728372
90024,91023.13007255184
90025,130282.35258098444
90026,123021.33705212027
90027,120738.76197278038
90028,51482.36112783654
90029,55966.348697617825
90030,51267.94641783567
90031,172988.87654491438
90032,49111.594541285944
90033,106606.47479194816
90034,87570.07194298977
90035,103946.78374165372
90036,131288.23061755346
90037,49260.85653306974
90038,101375.07571540002
90039,49087.34001039708
90040,158332.3793840553
90041,49728.325956331995
90042,107451.40553750902
90043,118730.04267709587
90044,105277.91766537985
90045,166988.94818570398
90046,54473.229607557594
90047,120745.39331205346
90048,135057.87817207968
90049,52291.380081338786
90050,147696.9089456321
90051,49223.976516041585
90052,51013.66304969275
90053,53669.764254934096
90054,117990.00231065459
90055,51812.09791373044
90056,103418.80925479095
90057,53515.2806313608
90058,109861.00196932182
90059,135576.0521529784
90060,68781.81964281727
90061,138853.26821484382
90062,48636.68963047656
90063,52015.708404185774
90064,89352.40644013934
90065,52911.990732564074
90066,148280.7856538356
90067,144491.8082117463
90068,117764.96169558911
90069,112434.47302828521
90070,117011.53489275207
90071,62511.01579562398
90072,144800.22170062826
90073,130381.43936320944
90074,48922.52596108494
90075,47526.27576548412
90076,51300.67951213756
90077,149046.00254111976
90078,116561.54724228455
90079,51970.31444520513
90080,52798.01287018778
90081,126867.95791490113
90082,48627.10340678776
90083,126881.57715310679
90084,119173.3066247121
90085,97720.57727767315
90086,123645.64374150011
90087,129437.082050258
90088,160930.34140183093
90089,51242.6636779363
90090,53819.30316687678
90091,49736.45785299904
90092,149111.53670572105
90093,47913.055880685155
90094,57489.88190045782
90095,62036.17789359891
90096,89714.06812084519
90097,148259.5598584516
90098,97720.57727767315
90099,50294.51690410487
90100,52091.774384943834
90101,115988.68019543528
90102,59186.80292800345
90103,122301.08508038362
90104,128091.12420212818
90105,150056.85235467335
90106,118015.61605464749
90107,51895.00555825286
90108,51143.04964595893
90109,46191.28370326715
90110,102703.14156862488
90111,113947.95316356122
90112,100428.7091387531
90113,95261.20495212503
90114,59656.907444741606
90115,88676.04320564622
90116,160641.35197099234
90117,108086.2429644174
90118,142825.69332068012
90119,98978.3908050378
90120,129664.82383214714
90121,48528.08782074731
90122,122823.63381448359
90123,45689.35663862622
90124,110255.74889992314
90125,145770.79820829615
90126,125450.32422160878
90127,118310.58665463823
90128,50088.48818273467
90129,113343.58970519206
90130,108620.24394190902
90131,109253.05048345785
90132,161773.77916451587
90133,123291.51905544243
90134,57631.28766920745
90135,47355.21503318239
90136,97565.49660892795
90137,47150.22680227046
90138,97690.24171616873
90139,113681.31801414157
90140,121089.88336300495
90141,64902.78286197236
90142,163787.65785647923
90143,132671.26361821507
90144,62345.351747899964
90145,54748.91755304436
90146,129358.79758185775
90147,115153.20808922547
90148,49401.45536384997
90149,47588.21755592921
90150,48657.96936420691
90151,87541.787158761
90152,50255.51920025938
90153,115253.942985175
90154,51957.840789221525
90155,110529.08843513683
90156,120746.90017631243
90157,100745.51683274019
90158,108975.39772563733
90159,55054.106004863876
90160,116006.10473402671
90161,144652.82936494442
90162,155515.23146938396
90163,143058.0405864672
90164,50734.16647827568
90165,54124.479771683364
90166,156840.3911132707
90167,57230.15718955016
90168,46542.450400617425
90169,50243.9933619071
90170,56718.717158357016
90171,111337.75426257448
90172,54631.41664393239
90173,126509.28883217301
90174,106854.66329134541
90175,155607.43514635923
90176,123502.5251463979
90177,48986.48198695491
90178,124756.74538786281
90179,91896.45846604364
90180,125528.41817518337
90181,52768.329604084465
90182,53201.245173143296
90183,162408.1915385502
90184,127739.5522822466
90185,98149.73319660603
90186,127859.2077504703
90187,115324.05267463936
90188,140712.68490035683
90189,112650.26263692028
90190,51689.969714878636
90191,114094.1271083059
90192,54280.6629100854
90193,127460.13031113402
90194,93736.2734452145
90195,124068.82151490895
90196,48442.73614336873
90197,48933.95689448735
90198,89319.27389999789
90199,112336.72984745677
90200,54088.54439771956
90201,47242.5693076895
90202,132917.5100811597
90203,159056.9999765844
90204,118048.15628760528
90205,113120.11363625611
90206,108210.78493619557
90207,124872.57300689821
90208,106427.53023254347
90209,54219.283649650155
90210,132108.34201011894
90211,51725.09596910773
90212,139895.4992151878
90213,102031.46895269107
90214,120628.48436445431
90215,46812.23338701191
90216,121175.26537017098
90217,123226.65490348829
90218,109536.15681130307
90219,125781.6889770883
90220,149498.01066697072
90221,106946.57631557206
90222,145130.3828078588
90223,130599.21211067075
90224,53209.39052616958
90225,49589.408853426095
90226,109972.93158782161
90227,50422.341638083206
90228,47242.5693076895
90229,135026.84275200753
90230,50106.99739015375
90231,50864.38452995535
90232,130855.31252448009
90233,52053.60859185573
90234,103132.09210088634
90235,127269.43634960416
90236,45089.17705422398
90237,143246.84513653477
90238,120860.76387961813
90239,47872.74415217507
90240,89714.06812084519
90241,93885.03126719045
90242,49316.12879595277
90243,49228.43668631637
90244,47982.63582308029
90245,52431.246133514054
90246,51935.786036287755
90247,137499.57840672327
90248,47705.543930262895
90249,118278.4091044679
90250,149377.08041817896
90251,108168.39534804839
90252,125812.73326429067
90253,112693.71282294662
90254,130261.16832371021
90255,121471.32745763173
90256,52316.86030284934
90257,120368.91037582928
90258,51921.00065720689
90259,101123.78531382377
90260,125405.80068200454
90261,126590.05355389134
90262,122860.8623508957
90263,108619.53247255404
90264,131255.98709877307
90265,130599.21211067075
90266,93276.49937419836
90267,126340.34653264855
90268,114161.34025885107
90269,125313.39787830153
90270,151433.86605401235
90271,156840.3911132707
90272,136176.18354147993
90273,130168.05920457862
90274,45679.29311559151
90275,91548.51368678692
90276,51596.31643726455
90277,100158.71208309739
90278,125781.6889770883
90279,124055.38732172915
90280,47603.29760213996
90281,89696.48930759972
90282,130123.47789062666
90283,46746.05372295791
90284,99230.57202603602
90285,48808.19726810149
90286,124617.71830750052
90287,89988.19640649503
90288,48210.99675610299
90289,48933.95689448735
90290,133736.8956952327
90291,50576.34445947751
90292,56439.18233736892
90293,64801.64448722744
90294,96386.83625457439
90295,49895.68503123424
90296,48705.00219792262
90297,135947.90048311945
90298,53272.20676428735
90299,123602.15710736814
90300,53977.61779760585
90301,45559.750075484204
90302,106943.59356726562
90303,116750.59576429322
90304,104162.57730527072
90305,46909.17672358921
90306,131029.07027621409
90307,114382.06026677645
90308,138807.44009366087
90309,55913.02802430844
90310,64645.209960992644
90311,127378.55391073678
90312,124005.99961850692
90313,96399.97451881855
90314,125491.95121027737
90315,149375.26973637022
90316,110647.22584620902
90317,113464.59360781139
90318,145431.64878767944
90319,131352.37154373762
90320,124744.4553608289
90321,52988.63109762749
90322,124617.71830750052
90323,101113.68782323228
90324,94007.93072216432
90325,47334.87935874668
90326,56704.92014960887
90327,49717.427963412665
90328,51750.66722664372
90329,129895.87861973478
90330,127102.33818619033
90331,113995.58630552678
90332,112120.38021047888
90333,50094.81185093449
90334,49698.21957914124
90335,96432.79115934431
90336,47242.5693076895
90337,127602.72573857577
90338,49750.05402797107
90339,116636.62199582525
90340,49957.71887041636
90341,154530.64908573928
90342,112152.58887966306
90343,53910.39908420425
90344,118066.35124499693
90345,123349.41381286709
90346,114869.42470936243
90347,128874.61956291033
90348,46648.31629824245
90349,153180.90719084386
90350,124512.08546252518
90351,95459.97420249715
90352,109246.83318857553
90353,157233.19836491207
90354,63771.84931996742
90355,121484.20952567527
90356,47759.95044149541
90357,89685.78333661641
90358,55748.71523135549
90359,50365.4108711646
90360,144652.82936494442
90361,94588.54253071526
90362,50816.71493051092
90363,101477.53412413549
90364,130423.29675072849
90365,49228.43668631637
90366,116172.144143993
90367,126675.08141114698
90368,101749.3501299323
90369,120792.13987544047
90370,87541.787158761
90371,131800.70918451782
90372,150331.78278652462
90373,115253.942985175
90374,119945.94251117518
90375,115206.70296059812
90376,112122.93102895778
90377,47039.24243361969
90378,51365.68384255114
90379,98161.20511986874
90380,113071.9531922249
90381,129454.4495546341
90382,133113.44450892467
90383,151382.64781174334
90384,126459.84637503387
90385,133539.52953112806
90386,116964.2271342974
90387,125277.30105087109
90388,130744.02691727447
90389,137246.9946919829
90390,50217.35340717128
90391,51885.84688782396
90392,102843.68830725978
90393,99931.13086215478
90394,123198.07640837137
90395,134611.7533488342
90396,45695.689698569695
90397,122823.63381448359
90398,159189.0369720727
90399,48617.98429492466
90400,136379.56006084237
90401,113204.7357532724
90402,141040.37819863603
90403,110332.25968027144
90404,93737.4391138889
90405,129660.12109965761
90406,163226.90889068088
90407,130003.21683019861
90408,141256.13703050237
90409,117662.38510634952
90410,50808.67481878082
90411,125555.65000435374
90412,153053.53344924003
90413,105551.5702879483
90414,113800.84043203839
90415,125910.5708111935
90416,50365.4108711646
90417,108284.62293883783
90418,50279.06441497404
90419,129708.3843679985
90420,117561.01836398675
90421,116445.48082506101
90422,48908.0039164789
90423,123627.96416385329
90424,138289.46017844725
90425,123126.82910704604
90426,127585.89233705767
90427,111839.89942731337
90428,47708.06764977323
90429,52726.95823499816
90430,130483.12816126166
90431,127150.76821820228
90432,102716.94675436127
90433,117169.21536520934
90434,128805.50512208672
90435,121054.50319987189
90436,49737.54774134467
90437,104454.44785929125
90438,46723.59554156142
90439,98571.64654539112
90440,92212.47843538594
90441,50056.272304079415
90442,53098.665056949874
90443,149374.58709242175
90444,150511.55431483992
90445,48553.49445382337
90446,54477.855944134324
90447,90717.71318567553
90448,110866.75338243198
90449,165933.7209728388
90450,117963.4469406989
90451,49228.43668631637
90452,166171.76250053494
90453,48341.99676464422
90454,143939.0109790436
90455,99487.38734142741
90456,50728.9303378881
90457,117661.48999250507
90458,95677.72188078478
90459,101902.50980705953
90460,64355.624237960044
90461,50595.82163443571
90462,62334.360272231876
90463,113572.93641799883
90464,113883.86499670414
90465,127227.69596887539
90466,145130.3828078588
90467,136810.62729152906
90468,51183.597590783735
90469,113148.05374259854
90470,107060.28542673071
90471,97536.8984304889
90472,97774.73115861908
90473,48775.11139295766
90474,94114.53990115422
90475,49228.43668631637
90476,51549.93741714561
90477,51039.79261658589
90478,135262.86640299158
90479,51418.18042124953
90480,137121.23585684245
90481,124436.87752413226
90482,96641.5618778025
90483,64500.307562326256
90484,132061.605962856
90485,131202.75996943226
90486,151680.75144671358
90487,49895.68503123424
90488,121848.75824627854
90489,125706.03864921119
90490,124299.41028558584
90491,100489.29499338254
90492,51862.58815218672
90493,104103.0533777005
90494,130750.66697121074
90495,61301.787458898325
90496,52332.06019428357
90497,103458.18710004272
90498,56689.541687582656
90499,103055.37975921022
90500,53849.57974589421
90501,89711.21433084935
90502,108447.24432067535
90503,59415.497410530996
90504,47587.76346059315
90505,145181.53395531874
90506,148561.2233995716
90507,106946.57631557206
90508,139433.34439434504
90509,53173.78000483057
90510,142147.28193737
90511,121848.75824627854
90512,52984.80766001717
90513,98837.895882959
90514,47055.64789716268
90515,133305.7378661698
90516,121285.90611326166
90517,47122.10268617157
90518,48781.49375604298
90519,98479.79934726619
90520,85643.37193202108
90521,51293.919311606114
90522,105168.40843423159
90523,107227.45095269218
90524,90243.42213681547
90525,132750.4924869634
90526,49679.160060911345
90527,96899.01810782084
90528,120655.08705641539
90529,115236.70286619212
90530,51192.913363808395
90531,99819.03875323379
90532,141578.21598850592
90533,156496.19418796108
90534,118726.35547154085
90535,45121.45226808874
90536,144847.1192043576
90537,51957.840789221525
90538,62856.542764141755
90539,54103.68664321344
90540,116964.2271342974
90541,112166.66954575144
90542,103755.96190454646
90543,109467.48166415084
90544,159027.12337844493
90545,48133.08958346377
90546,49862.69975346396
90547,152764.81387460243
90548,84370.91057191398
90549,117764.96169558911
90550,149375.26973637022
90551,136032.17620289177
90552,128094.77951831525
90553,128178.10120706423
90554,141709.05292041693
90555,99300.11610507563
90556,47210.303165921425
90557,101981.54176999221
90558,112336.72984745677
90559,51533.27611301435
90560,119239.95823004957
90561,46496.26078744922
90562,117490.94791126436
90563,140277.03362113348
90564,92476.86208336287
90565,100765.3321665317
90566,58106.42912452941
90567,122247.2322157984
90568,122296.69997557586
90569,137883.7296218655
90570,109904.78174575699
90571,137506.16513300705
90572,121399.98710942091
90573,113305.42576551341
90574,120752.25332599953
90575,128214.8268929784
90576,52460.74571059181
90577,47355.21503318239
90578,120735.64665598002
90579,48458.243383551366
90580,100262.25491822654
90581,135262.86640299158
90582,131603.16526680734
90583,96641.5618778025
90584,126554.78182249893
90585,118025.26674723759
90586,100119.35092884637
90587,50931.44135053906
90588,49735.377914961886
90589,129801.03561144136
90590,48614.81520581711
90591,96641.5618778025
90592,127763.9707035297
90593,127585.89233705767
90594,113128.78641853927
90595,126331.13125204142
90596,101805.39399781966
90597,128354.92340115966
90598,147696.9089456321
90599,67816.58432377028
90600,114852.9565963734
90601,126200.3767061748
90602,114986.53598007318
90603,100565.56549234224
90604,49929.85761314414
90605,109282.76804411809
90606,127916.17056425053
90607,52900.54139156326
90608,136633.3080367315
90609,121604.35840521843
90610,86226.71091066986
90611,115511.7043379506
90612,102491.18449889819
90613,112165.05197465504
90614,45834.881447147425
90615,160877.25921649273
90616,161071.64196742742
90617,117931.10262170676
90618,110866.75338243198
90619,91089.30073377963
90620,159290.57442114828
90621,44821.398769779065
90622,124958.84382594872
90623,102477.57087689704
90624,49374.17470488866
90625,87576.32716370595
90626,50347.86170567842
90627,106185.15322711882
90628,117768.45885704683
90629,48656.96843901287
90630,49235.40920587432
90631,116373.57679561326
90632,47621.133255089604
90633,103612.74156982666
90634,97656.05815369582
90635,116545.60753338128
90636,85462.76314792228
90637,49895.68503123424
90638,143464.0068443749
90639,158577.24324099917
90640,52184.077516817844
90641,128451.08925132963
90642,90074.36081224606
90643,142957.79413338227
90644,46589.36931813397
90645,99789.22905671583
90646,59611.4218176473
90647,50631.18341692532
90648,97458.74756297155
90649,54530.923107824376
90650,115275.57942715904
90651,101543.36649268064
90652,107613.37012543666
90653,143639.4175077331
90654,152240.1697563899
90655,144661.30977811912
90656,134231.07050005702
90657,58940.82882376596
90658,52074.60347690657
90659,122975.56000246321
90660,52267.74064647114
90661,137370.75332677955
90662,54374.248913202115
90663,112911.09488771946
90664,92052.50057009414
90665,134745.9695187661
90666,49735.70854427297
